"epci2018";"SEXE";"FAM_2";"FOR_3";"EMP_1";"EMP_3";"EMP_4"
"200035764";"F";6,82767720832753;14,4561292754528;9,00710744614315;16,7720541809766;16,2643466682808
"200035764";"H";9,64320749239198;25,1303512603253;8,08764698981235;3,59942783151158;16,6717580141171
"200035772";"F";8,00073411310704;14,3167620909019;8,77906460424905;35,5174159080099;17,3005274973421
"200035772";"H";3,9239617479127;15,5547165535392;7,75646078627761;7,03216552225014;18,0340347710561
"200035814";"F";10,4068924879001;19,1113239516003;14,1200817736403;29,2231045894514;18,4367878482673
"200035814";"H";5,2504087084577;18,8888357667349;13,2581898746762;6,70370455953641;12,902871430257
"200035848";"F";10,9370794222534;18,395051866608;14,4615944189479;20,2203608864737;15,3753790441509
"200035848";"H";5,18688024193225;21,8556133402798;13,0076008673519;8,99894823463826;14,7083719825512
"200035855";"F";12,4962006362159;20,721909604782;17,0125086642977;31,1228022799106;18,9469393707587
"200035855";"H";6,89697442217759;24,2340084211508;13,1477480418559;7,9754191498161;23,0423118695302
"200035863";"F";17,0026603529923;30,2706942455847;20,3849956476788;36,1915499244641;18,4966675794068
"200035863";"H";8,05537947617833;26,8395078077184;17,9436741120099;10,8481774898719;20,6610972298845
"200035970";"F";6,41400799257222;11,2825328691239;8,32436363183542;20,4923636757697;16,2053717858823
"200035970";"H";2,60920853889802;12,8549727082566;8,72478481498135;5,77578998164745;13,4260911320336
"200036069";"F";10,249271531046;18,6173787136841;12,0174654826279;24,4826893562079;15,849816751456
"200036069";"H";6,59200953172018;19,0808921037577;13,1779678923959;7,34347786602661;14,4497256387571
"200036077";"F";14,0988479443201;24,105210674875;18,4730054319195;23,1733555341442;15,8340413182511
"200036077";"H";5,81775480125501;23,5385451995932;14,0122610371955;7,06021242298204;14,9003912008136
"200036135";"F";11,6934475082867;25,9836390682341;17,0852551290832;24,7429695317641;13,4441466548761
"200036135";"H";6,32540876881693;22,6004890987547;17,3418892671811;7,47314070163479;14,4236882420583
"200036150";"F";14,4467083128125;21,8948023049435;15,8968191174494;37,534965505534;19,675673355425
"200036150";"H";5,12874983799405;23,1528350773896;12,5537474065604;7,12096327560535;19,7204809485506
"200036465";"F";12,8946955302935;19,7875380767655;12,8272362130454;30,1585520536438;15,8014791119365
"200036465";"H";6,05389967293098;18,5442195032811;11,2963354612417;6,29053481126651;12,449107504555
"200036473";"F";10,5865554075877;19,3727932994528;14,4710473223032;28,7212173925285;16,3984587474082
"200036473";"H";5,44403161692836;19,6734570727154;13,6592227237536;8,25850197583636;15,094029424023
"200036499";"F";19,787390839331;21,1812661973707;14,9321472723774;22,2640151867443;13,7122951342388
"200036499";"H";10,4768614920768;21,3803832648005;8,16872774711103;4,85294031039977;9,76732888457974
"200036523";"F";11,6809713638054;21,2827854046791;13,9818940642052;33,6573673017559;24,0285289401315
"200036523";"H";4,98485061570368;19,5148767340337;11,9052999983609;9,6401361907547;24,1250889552477
"200036549";"F";13,0183539180334;18,9554325779767;15,2110288149554;34,0943429793364;15,8204662113281
"200036549";"H";5,45514954103819;20,7959805096526;13,695763809827;6,49905161592221;15,2214041397162
"200036572";"F";9,9049881451958;15,5255872173206;11,5686837970209;40,9857464409443;22,9377782625044
"200036572";"H";4,56727792715408;18,1561310899641;12,0515489941731;12,7208471080003;20,5312434915775
"200037059";"F";17,0808416713942;26,6453554631387;20,7880090184476;31,215668590963;20,8400744873156
"200037059";"H";6,48097460507573;26,483109949139;17,5605849880161;7,84805047234303;16,1694888745608
"200037133";"F";12,618322403593;20,2587419482142;15,5691753805193;24,7355046228247;15,0639210988526
